Transaction_ID,Customer_ID,Transaction_Amount,Transaction_Time_Hour,Location,Card_Type,Fraud_Flag
1370,1901,8007,8,Chennai,Debit,0
1371,1689,4842,10,Bangalore,Debit,0
1372,3039,56032,12,Bangalore,Debit,0
1373,1009,13287,12,Mumbai,Credit,0
1374,1260,51636,23,Delhi,Debit,0
1375,2942,81837,18,Delhi,Credit,0
1376,2673,19302,20,Chennai,Credit,0
1377,3219,10757,18,Mumbai,Credit,0
1378,3945,34256,4,Chennai,Credit,0
1379,3060,94326,15,Mumbai,Debit,0
1380,2191,3593,8,Chennai,Debit,0
1381,4713,44185,19,Mumbai,Debit,0
1382,2619,35081,21,Bangalore,Debit,0
1383,1320,42979,2,Chennai,Debit,0
1384,2342,65797,18,Chennai,Debit,0
1385,2636,57901,4,Mumbai,Credit,0
1386,3376,55361,7,Hyderabad,Debit,0
1387,3832,65917,13,Hyderabad,Credit,0
1388,3824,88830,23,Bangalore,Credit,0
1389,2994,57246,2,Delhi,Credit,0
1390,3958,73755,23,Delhi,Credit,0
1391,2943,57944,12,Bangalore,Debit,0
1392,4621,87690,10,Delhi,Debit,0
1393,3038,14641,7,Mumbai,Credit,0
1394,4490,97297,18,Hyderabad,Debit,0
1395,4677,48943,9,Bangalore,Credit,0
1396,2118,777,17,Mumbai,Credit,0
1397,4888,21409,17,Bangalore,Credit,0
1398,2604,43872,6,Hyderabad,Credit,0
1399,3365,88584,15,Delhi,Debit,0
1400,1235,10979,5,Mumbai,Credit,0
1401,2969,60141,15,Hyderabad,Debit,0
1402,1333,80428,15,Bangalore,Credit,0
1403,2908,23569,22,Chennai,Debit,0
1404,1375,17443,23,Mumbai,Debit,1
1405,4530,34368,0,Bangalore,Debit,0
1406,2160,74581,23,Bangalore,Credit,0
1407,3635,94242,18,Hyderabad,Credit,0
1408,2570,47984,2,Bangalore,Debit,0
1409,3560,81153,5,Mumbai,Debit,0
1410,2319,28890,3,Mumbai,Credit,0
1411,4391,89417,3,Bangalore,Debit,0
1412,3965,13315,3,Hyderabad,Debit,0
1413,4643,5474,9,Mumbai,Debit,0
1414,2855,20675,8,Chennai,Credit,0
1415,2372,79672,7,Delhi,Credit,0
1416,4911,29237,18,Hyderabad,Credit,0
1417,4850,35979,16,Hyderabad,Credit,0
1418,1872,61942,16,Delhi,Credit,0
1419,2252,20589,0,Delhi,Credit,0
1420,3317,56680,19,Mumbai,Debit,0
1421,2851,90689,13,Bangalore,Debit,0
1422,3845,93460,21,Bangalore,Debit,0
1423,2314,9265,19,Chennai,Debit,0
1424,1724,39435,10,Bangalore,Debit,0
1425,4236,87630,2,Chennai,Debit,0
1426,3052,77512,23,Chennai,Credit,0
1427,3898,97087,7,Hyderabad,Debit,0
1428,4450,95360,21,Hyderabad,Debit,0
1429,1077,25058,9,Mumbai,Credit,0
1430,4481,48978,16,Delhi,Credit,0
1431,3621,83146,7,Delhi,Debit,0
1432,1131,89926,21,Chennai,Debit,0
1433,1600,25026,0,Delhi,Debit,0
1434,2772,27676,19,Chennai,Credit,0
1435,2065,98306,20,Delhi,Credit,0
1436,3136,59839,6,Mumbai,Credit,0
1437,3449,4750,23,Hyderabad,Credit,0
1438,3343,63695,8,Hyderabad,Debit,0
1439,2863,73446,11,Chennai,Debit,0
1440,2318,7576,21,Delhi,Debit,0
1441,1615,39550,8,Bangalore,Credit,1
1442,4597,68099,19,Mumbai,Credit,0
1443,3847,73416,23,Delhi,Debit,0
1444,4762,80367,2,Bangalore,Debit,0
1445,4708,59167,3,Mumbai,Debit,0
1446,3469,56146,9,Mumbai,Credit,0
1447,2888,7960,3,Hyderabad,Debit,0
1448,2046,81433,21,Chennai,Credit,0
1449,1574,71235,8,Delhi,Debit,0
1450,3190,50298,21,Mumbai,Debit,0
1451,1992,74706,0,Delhi,Credit,0
1452,3712,2001,4,Mumbai,Credit,0
1453,3192,65262,8,Hyderabad,Credit,0
1454,2248,75751,4,Chennai,Debit,0
1455,4054,79938,5,Bangalore,Credit,1
1456,1502,75332,18,Bangalore,Debit,0
1457,2997,94583,7,Hyderabad,Credit,0
1458,1820,42004,9,Mumbai,Debit,0
1459,4687,89769,10,Hyderabad,Credit,0
1460,3151,8854,12,Chennai,Credit,0
1461,4110,92755,19,Bangalore,Debit,0
1462,2970,645,3,Delhi,Credit,0
1463,1197,29642,10,Bangalore,Debit,0
1464,2669,40693,11,Chennai,Debit,0
1465,3626,62715,4,Mumbai,Debit,0
1466,3438,20873,9,Hyderabad,Credit,0
1467,2202,6022,23,Bangalore,Debit,0
1468,3601,15932,6,Bangalore,Credit,0
1469,2471,66444,20,Delhi,Credit,0
1470,4571,71105,8,Hyderabad,Debit,0
1471,4086,23819,8,Delhi,Credit,0
1472,2646,25070,9,Delhi,Debit,0
1473,2692,42798,9,Mumbai,Debit,0
1474,2312,85424,1,Bangalore,Debit,0
1475,3035,44962,3,Hyderabad,Debit,0
1476,1477,12929,7,Mumbai,Debit,0
1477,2254,33848,13,Mumbai,Debit,0
1478,1922,89876,16,Mumbai,Credit,0
1479,1419,46123,12,Chennai,Credit,0
1480,3204,75841,20,Chennai,Credit,0
1481,3597,67033,23,Mumbai,Credit,0
1482,4512,43055,17,Chennai,Credit,0
1483,2120,94781,17,Hyderabad,Debit,0
1484,4068,2900,12,Bangalore,Credit,0
1485,4044,28450,7,Hyderabad,Debit,0
1486,4482,12003,11,Bangalore,Credit,0
1487,1950,23585,22,Chennai,Credit,0
1488,3336,75586,23,Hyderabad,Debit,0
1489,2277,75089,20,Delhi,Credit,0
1490,3243,81079,0,Mumbai,Credit,0
1491,3645,4105,19,Bangalore,Credit,0
1492,2857,38220,17,Bangalore,Debit,0
1493,4593,97994,2,Delhi,Credit,0
1494,1516,28301,11,Delhi,Debit,0
1495,2658,4582,18,Mumbai,Credit,0
1496,2865,4974,12,Chennai,Debit,0
1497,3912,48087,9,Hyderabad,Credit,0
1498,2141,78132,14,Hyderabad,Debit,0
1499,3853,92165,19,Hyderabad,Debit,0
1500,2932,71671,1,Chennai,Credit,0
1501,4230,77976,18,Mumbai,Credit,0
1502,1814,78866,2,Hyderabad,Credit,0
1503,3275,89704,13,Bangalore,Debit,0
1504,2900,70450,6,Bangalore,Credit,0
1505,3263,99575,7,Bangalore,Debit,0
1506,3995,92435,10,Delhi,Credit,0
1507,4767,93152,21,Delhi,Credit,0
1508,3062,10752,19,Chennai,Debit,0
1509,4228,15435,5,Hyderabad,Credit,0
1510,4719,9386,10,Delhi,Credit,0
1511,4332,65471,16,Bangalore,Credit,0
1512,4228,31275,9,Delhi,Debit,0
1513,3094,36071,23,Bangalore,Debit,0
1514,3371,3832,16,Hyderabad,Debit,0
1515,3891,88927,20,Chennai,Debit,1
1516,4756,89680,1,Mumbai,Credit,0
1517,1129,49161,5,Mumbai,Credit,0
1518,4482,89452,4,Bangalore,Credit,0
1519,1094,84635,3,Delhi,Debit,0
1520,3674,42769,1,Delhi,Credit,0
1521,3802,96578,11,Bangalore,Debit,0
1522,2955,49087,2,Hyderabad,Credit,0
1523,4363,80153,5,Bangalore,Debit,0
1524,1793,3563,23,Hyderabad,Debit,0
1525,2834,13385,13,Chennai,Credit,0
1526,4354,44190,7,Chennai,Debit,0
1527,3116,80423,20,Bangalore,Debit,0
1528,2683,77708,20,Chennai,Credit,1
1529,1010,34890,13,Delhi,Debit,0
1530,4325,31057,2,Hyderabad,Debit,0
1531,2865,56997,15,Mumbai,Credit,0
1532,3919,93270,14,Mumbai,Debit,0
1533,3597,26443,6,Chennai,Debit,0
1534,4205,57530,14,Hyderabad,Debit,0
1535,1711,88340,12,Delhi,Credit,0
1536,3070,86385,5,Mumbai,Credit,0
1537,1814,9157,14,Delhi,Credit,0
1538,1345,6043,16,Delhi,Credit,0
1539,3349,96391,3,Mumbai,Debit,0
1540,1362,93700,21,Mumbai,Credit,0
1541,3443,52116,21,Chennai,Credit,0
1542,3265,42992,13,Hyderabad,Credit,0
1543,3188,16188,14,Bangalore,Credit,0
1544,4687,44577,11,Hyderabad,Debit,1
1545,4005,9240,18,Bangalore,Debit,0
1546,4281,92309,21,Mumbai,Credit,0
1547,1984,78472,9,Delhi,Debit,0
1548,4040,55748,5,Hyderabad,Credit,0
1549,4694,82365,8,Delhi,Credit,0
1550,2639,93760,1,Hyderabad,Debit,0
1551,1827,29136,3,Hyderabad,Debit,0
1552,3730,17372,8,Delhi,Debit,0
1553,4531,83619,14,Chennai,Debit,0
1554,4051,85660,12,Mumbai,Debit,0
1555,1355,3485,19,Chennai,Debit,0
1556,4055,53381,7,Chennai,Credit,0
1557,2347,28992,18,Hyderabad,Debit,0
1558,4204,59685,18,Mumbai,Credit,0
1559,3935,29109,15,Hyderabad,Credit,0
1560,4876,57607,10,Bangalore,Credit,0
1561,2863,52439,9,Hyderabad,Credit,0
1562,1126,53064,7,Delhi,Credit,0
1563,4177,32876,0,Hyderabad,Debit,0
1564,4056,30347,9,Bangalore,Debit,0
1565,1603,43940,17,Hyderabad,Credit,0
1566,4870,21372,2,Bangalore,Credit,0
1567,4449,35789,10,Mumbai,Debit,1
1568,2928,9769,17,Hyderabad,Credit,0
1569,2013,79603,2,Bangalore,Debit,0
1570,1050,8364,7,Mumbai,Debit,0
1571,4100,93881,13,Delhi,Debit,0
1572,4533,75214,5,Chennai,Credit,0
1573,4367,77078,14,Bangalore,Credit,0
1574,4368,36163,13,Delhi,Credit,0
1575,4797,15407,6,Mumbai,Credit,0
1576,3826,98915,9,Delhi,Credit,0
1577,2430,20415,14,Hyderabad,Credit,0
1578,2792,39079,9,Chennai,Credit,0
1579,3861,1787,21,Bangalore,Credit,0
1580,2636,74682,16,Mumbai,Debit,0
1581,4476,85524,18,Chennai,Credit,0
1582,4417,78268,16,Mumbai,Debit,0
1583,2645,27549,11,Delhi,Debit,0
1584,3467,46207,14,Mumbai,Debit,0
1585,2205,56297,11,Mumbai,Credit,0
1586,4030,41084,8,Delhi,Credit,0
1587,3872,344,4,Delhi,Credit,0
1588,4072,98122,3,Chennai,Debit,0
1589,2854,24646,11,Bangalore,Credit,0
1590,1566,98235,15,Delhi,Credit,0
1591,3418,11484,8,Chennai,Debit,0
1592,1935,58432,2,Mumbai,Credit,0
1593,2934,38148,20,Mumbai,Debit,0
1594,3708,4705,2,Hyderabad,Debit,0
1595,4502,83079,17,Delhi,Debit,0
1596,4016,46278,16,Chennai,Credit,0
1597,2332,3821,9,Chennai,Debit,0
1598,4208,74149,1,Bangalore,Debit,0
1599,1201,56849,23,Chennai,Credit,0
1600,4507,62307,10,Delhi,Debit,0
1601,3360,17608,23,Chennai,Credit,0
1602,1116,99518,2,Hyderabad,Credit,0
1603,4737,58486,22,Mumbai,Debit,0
1604,1936,92153,22,Mumbai,Credit,0
1605,4874,32426,1,Chennai,Credit,1
1606,1574,87508,8,Chennai,Credit,0
1607,3291,77974,18,Chennai,Credit,0
1608,1536,29382,1,Chennai,Debit,0
1609,2625,46787,18,Hyderabad,Credit,0
1610,3122,89081,1,Delhi,Credit,0
1611,4877,74020,14,Hyderabad,Credit,0
1612,1385,52002,23,Hyderabad,Credit,0
1613,4974,21041,20,Hyderabad,Debit,0
1614,4281,27522,2,Mumbai,Debit,0
1615,1474,59996,4,Hyderabad,Credit,0
1616,1417,26899,10,Chennai,Debit,0
1617,3394,1591,23,Hyderabad,Credit,0
1618,4600,2815,6,Chennai,Debit,1
1619,3687,43124,5,Delhi,Credit,0
1620,1938,29333,13,Mumbai,Credit,0
1621,1954,819,0,Delhi,Debit,0
1622,1875,17856,16,Delhi,Debit,0
1623,1762,90568,16,Mumbai,Debit,0
1624,2202,3022,13,Chennai,Debit,0
1625,2205,18306,9,Chennai,Debit,0
1626,1663,18703,7,Chennai,Credit,0
1627,1024,86719,7,Mumbai,Credit,0
1628,2990,39389,13,Hyderabad,Credit,0
1629,2203,25807,6,Bangalore,Credit,0
1630,1709,42449,5,Hyderabad,Debit,0
1631,4572,44063,3,Hyderabad,Debit,0
1632,2879,97655,0,Delhi,Credit,0
1633,2184,14756,14,Bangalore,Credit,0
1634,3224,38281,14,Chennai,Debit,0
1635,1284,27959,0,Hyderabad,Debit,0
1636,1062,76681,19,Mumbai,Debit,0
1637,2002,57622,2,Hyderabad,Debit,0
1638,1661,85929,22,Chennai,Debit,0
1639,3713,63817,4,Hyderabad,Credit,0
1640,3203,26519,4,Delhi,Credit,0
1641,4953,1363,3,Delhi,Credit,0
1642,2492,7897,16,Hyderabad,Credit,0
1643,4120,50272,20,Delhi,Debit,0
1644,1966,74752,19,Mumbai,Credit,0
1645,1848,9980,13,Bangalore,Credit,0
1646,2107,3335,7,Hyderabad,Credit,1
1647,4432,35913,1,Mumbai,Credit,1
1648,1688,16754,7,Mumbai,Credit,0
1649,1147,18755,0,Mumbai,Debit,0
1650,4701,605,3,Chennai,Credit,0
1651,1341,21373,18,Hyderabad,Credit,0
1652,3523,71018,4,Hyderabad,Debit,0
1653,2086,66972,4,Hyderabad,Debit,0
1654,2724,53965,20,Bangalore,Debit,0
1655,2383,10669,19,Mumbai,Debit,0
1656,3608,72440,23,Hyderabad,Credit,0
1657,1326,59324,18,Delhi,Debit,0
1658,2792,73223,11,Chennai,Credit,0
1659,2759,21275,19,Bangalore,Debit,0
1660,4212,26789,0,Chennai,Credit,0
1661,1989,47758,6,Mumbai,Debit,0
1662,3262,53069,16,Delhi,Debit,0
1663,3482,76204,1,Mumbai,Credit,0
1664,4962,7423,10,Hyderabad,Credit,0
1665,1951,35331,6,Chennai,Debit,0
1666,1722,20237,16,Delhi,Credit,0
1667,4389,67913,2,Chennai,Credit,0
1668,3079,97977,21,Bangalore,Credit,0
1669,3717,84135,5,Delhi,Credit,0
1670,3332,39270,21,Bangalore,Debit,0
1671,4376,7692,10,Delhi,Credit,0
1672,1428,80021,17,Hyderabad,Debit,0
1673,2500,55606,17,Chennai,Credit,0
1674,1285,33810,21,Chennai,Debit,0
1675,4215,38242,9,Mumbai,Debit,0
1676,4495,4431,4,Delhi,Debit,0
1677,4090,96633,22,Delhi,Debit,0
1678,3065,19608,22,Bangalore,Credit,1
1679,1768,30832,20,Delhi,Credit,0
1680,3637,4832,23,Chennai,Debit,0
1681,2394,91467,21,Delhi,Credit,0
1682,4246,54762,14,Mumbai,Credit,0
1683,4057,94995,20,Mumbai,Debit,0
1684,1193,19512,19,Chennai,Credit,0
1685,3549,60080,22,Chennai,Credit,0
1686,1987,68569,3,Chennai,Credit,0
1687,2136,56461,20,Delhi,Credit,1
1688,3161,55256,20,Delhi,Debit,0
1689,4293,97519,0,Hyderabad,Debit,0
1690,2701,47000,14,Bangalore,Credit,0
1691,1946,2573,16,Delhi,Debit,0
1692,1830,60976,18,Hyderabad,Debit,0
1693,4715,9727,13,Hyderabad,Debit,0
1694,2920,75878,18,Mumbai,Debit,0
1695,4335,15139,17,Delhi,Credit,0
1696,3972,4631,1,Hyderabad,Credit,0
1697,1054,11957,5,Mumbai,Credit,0
1698,4942,5659,12,Bangalore,Debit,0
1699,4714,51203,16,Mumbai,Credit,0
1700,1799,50589,5,Bangalore,Credit,0
1701,1777,44193,20,Chennai,Credit,0
1702,2481,22986,21,Chennai,Debit,0
1703,2901,50232,4,Mumbai,Credit,0
1704,3209,99574,6,Chennai,Debit,0
1705,4451,95092,0,Delhi,Debit,0
1706,3134,13213,12,Mumbai,Debit,0
1707,1054,59808,18,Hyderabad,Debit,0
1708,4547,46107,21,Delhi,Debit,0
1709,2823,12587,0,Mumbai,Credit,0
1710,2201,22469,12,Bangalore,Debit,0
1711,4462,42628,10,Chennai,Debit,0
1712,4420,75041,6,Chennai,Debit,0
1713,4079,74649,19,Chennai,Credit,1
1714,1832,884,2,Mumbai,Credit,0
1715,1312,32264,0,Delhi,Credit,0
1716,3806,92984,7,Bangalore,Credit,0
1717,2858,2463,16,Chennai,Debit,0
1718,3007,9555,12,Delhi,Debit,0
1719,3006,2155,13,Hyderabad,Credit,0
1720,3490,68154,4,Hyderabad,Debit,0
1721,2790,58458,23,Bangalore,Credit,0
1722,1327,37729,21,Chennai,Credit,0
1723,4125,99146,22,Hyderabad,Credit,0
1724,3808,79781,23,Delhi,Debit,0
1725,4310,65181,5,Delhi,Credit,0
1726,4300,64330,21,Hyderabad,Credit,0
1727,3626,15812,5,Chennai,Debit,0
1728,4122,58753,20,Bangalore,Debit,0
1729,4680,81484,7,Chennai,Debit,0
1730,4675,63129,12,Mumbai,Debit,0
1731,4054,21627,17,Hyderabad,Debit,0
1732,2287,1264,22,Mumbai,Debit,0
1733,4489,86389,3,Hyderabad,Credit,0
1734,4874,48164,16,Bangalore,Debit,0
1735,3143,89284,4,Chennai,Debit,0
1736,2111,63280,2,Chennai,Debit,0
1737,4149,33030,3,Hyderabad,Credit,0
1738,2311,67244,22,Delhi,Debit,0
1739,4191,77856,4,Mumbai,Credit,0
1740,3861,37842,13,Chennai,Credit,0
1741,3538,45857,14,Chennai,Credit,0
1742,4983,22351,19,Hyderabad,Credit,0
1743,1451,5191,16,Delhi,Debit,0
1744,2523,13827,5,Mumbai,Debit,0
1745,1164,38396,9,Delhi,Debit,0
1746,1181,54753,21,Delhi,Debit,0
1747,3516,95027,22,Hyderabad,Debit,0
1748,1909,47869,15,Delhi,Debit,0
1749,3782,28519,16,Mumbai,Credit,0
1750,1822,3895,13,Bangalore,Credit,0
1751,1943,23340,19,Bangalore,Debit,0
1752,3001,30749,11,Mumbai,Debit,0
1753,3054,44302,8,Hyderabad,Debit,0
1754,1329,98732,14,Chennai,Debit,1
1755,1774,3343,11,Hyderabad,Debit,0
1756,4744,57139,13,Mumbai,Debit,0
1757,3198,16658,21,Delhi,Credit,0
1758,4156,66323,17,Bangalore,Credit,0
1759,1146,16669,19,Delhi,Debit,0
1760,4695,78056,5,Hyderabad,Debit,0
1761,4452,87958,3,Mumbai,Debit,0
1762,1914,81703,22,Bangalore,Credit,0
1763,2571,14829,11,Mumbai,Credit,0
1764,2308,51090,12,Bangalore,Credit,0
1765,3747,94880,18,Bangalore,Credit,0
1766,1081,56375,21,Bangalore,Credit,0
1767,1513,21680,12,Hyderabad,Debit,0
1768,2920,12228,11,Mumbai,Debit,0
1769,3862,19985,19,Chennai,Credit,0
1770,3756,47308,2,Chennai,Debit,0
1771,2939,22834,2,Chennai,Credit,0
1772,4594,63772,13,Mumbai,Credit,0
1773,1745,23077,17,Delhi,Credit,0
1774,4070,96594,18,Mumbai,Debit,0
1775,2409,57903,9,Bangalore,Debit,0
1776,1706,67409,16,Delhi,Debit,0
1777,1470,72438,14,Bangalore,Debit,0
1778,4190,78658,18,Bangalore,Debit,0
1779,1395,76719,8,Mumbai,Credit,0
1780,2555,15161,3,Chennai,Credit,0
1781,3308,32362,14,Delhi,Credit,0
1782,1804,24211,18,Hyderabad,Debit,0
1783,1933,67363,15,Chennai,Debit,0
1784,2279,50424,7,Hyderabad,Debit,0
1785,2757,24064,16,Mumbai,Credit,0
1786,1904,80358,20,Delhi,Credit,0
1787,4297,46439,0,Mumbai,Credit,0
1788,2076,18211,6,Hyderabad,Debit,0
1789,3987,7540,20,Bangalore,Debit,0
1790,2890,24552,17,Mumbai,Credit,0
1791,2523,35807,11,Delhi,Credit,0
1792,4577,41161,15,Mumbai,Credit,0
1793,3901,98323,0,Chennai,Credit,0
1794,2387,83295,14,Mumbai,Debit,0
1795,2303,58695,6,Hyderabad,Credit,0
1796,1592,59105,16,Mumbai,Debit,0
1797,3761,9048,2,Delhi,Debit,0
1798,4229,28956,10,Mumbai,Debit,0
1799,3679,70242,5,Mumbai,Debit,0
1800,3106,50527,5,Delhi,Debit,0
1801,4798,36951,14,Mumbai,Credit,0
1802,1127,91321,6,Delhi,Debit,0
1803,1735,52071,10,Hyderabad,Credit,0
1804,3768,29142,16,Delhi,Credit,0
1805,4953,1292,22,Hyderabad,Debit,0
1806,4186,1881,17,Hyderabad,Credit,0
1807,4280,50771,21,Delhi,Credit,0
1808,3573,28561,23,Mumbai,Credit,0
1809,1520,72832,20,Chennai,Credit,0
1810,3599,97053,18,Delhi,Debit,0
1811,1236,18352,7,Mumbai,Credit,0
1812,2304,55618,23,Hyderabad,Credit,0
1813,4430,3282,19,Bangalore,Debit,0
1814,4272,51557,7,Chennai,Debit,0
1815,2781,76558,20,Mumbai,Debit,0
1816,2301,10733,10,Chennai,Debit,0
1817,4306,23714,20,Bangalore,Debit,0
1818,3541,33222,2,Bangalore,Credit,0
1819,3051,83691,22,Bangalore,Debit,0
1820,3713,64390,13,Delhi,Credit,0
1821,1441,87286,8,Chennai,Debit,0
1822,3076,11067,0,Delhi,Credit,0
1823,4180,36663,0,Bangalore,Credit,0
1824,3657,86180,11,Mumbai,Debit,0
1825,4798,76970,10,Bangalore,Credit,0
1826,1804,30398,20,Delhi,Debit,0
1827,1074,16498,0,Bangalore,Credit,0
1828,3885,9541,19,Bangalore,Debit,0
1829,4217,78698,11,Delhi,Credit,0
1830,3175,96607,16,Delhi,Credit,0
1831,4924,58809,14,Mumbai,Debit,0
1832,3089,44603,1,Delhi,Debit,0
1833,2379,1018,17,Mumbai,Debit,0
1834,1040,418,15,Hyderabad,Debit,0
1835,3981,74010,3,Hyderabad,Debit,0
1836,3081,35060,7,Delhi,Debit,0
1837,4088,54204,1,Bangalore,Debit,0
1838,2700,35901,13,Chennai,Debit,0
1839,4224,25546,14,Bangalore,Debit,1
1840,4045,30986,8,Delhi,Debit,0
1841,2401,78908,1,Mumbai,Credit,0
1842,1587,67055,16,Bangalore,Credit,0
1843,2622,37543,9,Hyderabad,Debit,0
1844,4700,69845,8,Delhi,Debit,0
1845,4945,36440,1,Bangalore,Credit,0
1846,1341,10342,23,Bangalore,Debit,0
1847,3074,92427,18,Mumbai,Credit,0
1848,4896,28415,16,Mumbai,Credit,0
1849,4358,17257,10,Mumbai,Credit,0
1850,1645,22962,16,Chennai,Credit,0
1851,1730,80821,9,Delhi,Credit,0
1852,1167,56622,17,Delhi,Debit,1
1853,1609,99133,22,Hyderabad,Credit,0
1854,3315,19326,5,Hyderabad,Debit,0
1855,2772,97509,15,Delhi,Credit,0
1856,3040,5584,17,Bangalore,Credit,0
1857,3868,92055,19,Delhi,Credit,0
1858,1454,35720,17,Chennai,Debit,0
1859,3953,62197,0,Hyderabad,Credit,0
1860,2708,98149,2,Hyderabad,Credit,0
1861,4472,36536,14,Hyderabad,Debit,0
1862,3969,65607,19,Delhi,Debit,1
1863,4028,34318,9,Hyderabad,Credit,0
1864,4547,81385,20,Hyderabad,Credit,0
1865,1701,26386,4,Delhi,Credit,0
1866,3681,3691,14,Bangalore,Debit,0
1867,4629,87182,22,Hyderabad,Credit,0
1868,2599,33009,13,Hyderabad,Debit,0
1869,1129,13356,14,Hyderabad,Credit,0
1870,4067,46232,9,Chennai,Debit,0
1871,2845,74173,23,Delhi,Debit,0
1872,2386,56376,8,Hyderabad,Credit,0
1873,4776,96945,11,Chennai,Credit,0
1874,3866,21548,6,Bangalore,Debit,0
1875,1692,70248,4,Bangalore,Credit,0
1876,4363,27247,23,Chennai,Debit,0
1877,2394,20769,9,Bangalore,Debit,0
1878,1793,90251,7,Mumbai,Credit,0
1879,1028,25082,21,Bangalore,Debit,0
1880,1148,59674,19,Mumbai,Credit,0
1881,4850,78227,15,Chennai,Debit,0
1882,2319,42014,11,Mumbai,Credit,0
1883,3058,30078,8,Bangalore,Credit,0
1884,4583,54696,9,Hyderabad,Credit,0
1885,3723,81237,15,Mumbai,Debit,0
1886,2136,8586,9,Bangalore,Credit,0
1887,1186,56797,8,Hyderabad,Debit,0
1888,3854,45762,2,Chennai,Debit,0
1889,3791,6323,18,Chennai,Credit,0
1890,2250,71870,10,Delhi,Debit,0
1891,2333,91278,5,Chennai,Credit,0
1892,1097,74403,5,Delhi,Debit,0
1893,1054,94541,14,Chennai,Debit,0
1894,3670,92141,14,Chennai,Credit,0
1895,3711,85964,12,Chennai,Credit,0
1896,1757,50880,21,Delhi,Debit,0
1897,1405,17177,4,Delhi,Credit,0
1898,3116,83538,13,Mumbai,Credit,0
1899,4383,11589,20,Bangalore,Debit,0
1900,2312,46811,1,Bangalore,Credit,0
1901,2785,46269,22,Bangalore,Debit,0
1902,4619,14742,11,Chennai,Credit,0
1903,1750,83706,19,Bangalore,Credit,0
1904,4219,13384,13,Delhi,Debit,0
1905,4538,28665,18,Mumbai,Debit,0
1906,2762,7953,23,Hyderabad,Credit,0
1907,4315,28577,19,Mumbai,Credit,0
1908,4562,15679,14,Bangalore,Debit,0
1909,4920,58058,19,Bangalore,Credit,0
1910,4005,83326,23,Delhi,Credit,0
1911,4578,99368,16,Mumbai,Credit,0
1912,1364,26758,13,Delhi,Credit,0
1913,3026,10910,22,Delhi,Debit,0
1914,1481,17488,17,Hyderabad,Credit,0
1915,3248,67350,21,Delhi,Debit,0
1916,1153,71595,23,Delhi,Debit,0
1917,4521,20892,4,Hyderabad,Credit,0
1918,2524,60263,21,Chennai,Debit,0
1919,3120,42422,11,Chennai,Credit,0
1920,3760,99021,9,Hyderabad,Credit,0
1921,3343,68956,7,Delhi,Debit,0
1922,2040,38794,5,Bangalore,Debit,0
1923,2664,57492,14,Mumbai,Debit,0
1924,2240,86040,11,Bangalore,Credit,0
1925,1060,3700,5,Bangalore,Credit,0
1926,1938,45167,11,Delhi,Credit,0
1927,2639,91294,14,Mumbai,Debit,0
1928,3089,52822,11,Mumbai,Debit,0
1929,1024,3240,8,Chennai,Debit,0
1930,2062,48163,18,Hyderabad,Debit,0
1931,4874,8839,20,Delhi,Debit,0
1932,1130,32175,1,Mumbai,Credit,0
1933,4569,98745,12,Delhi,Credit,0
1934,2252,17509,12,Chennai,Debit,1
1935,1107,35468,7,Bangalore,Debit,0
1936,1171,47135,12,Mumbai,Debit,0
1937,2458,18818,3,Chennai,Debit,0
1938,4549,50011,5,Delhi,Credit,0
1939,1101,81149,5,Chennai,Debit,0
1940,3913,27935,20,Chennai,Debit,0
1941,3571,87471,11,Chennai,Debit,0
1942,3322,61132,11,Chennai,Credit,0
1943,2636,6945,16,Chennai,Credit,0
1944,4115,50361,6,Chennai,Debit,1
1945,3864,89544,14,Hyderabad,Credit,0
1946,4004,67117,23,Delhi,Debit,0
1947,2040,71067,16,Bangalore,Debit,0
1948,1329,23982,9,Delhi,Debit,1
1949,4640,21410,22,Mumbai,Credit,0
1950,4894,54897,19,Mumbai,Debit,0
1951,2520,90415,5,Delhi,Debit,0
1952,4886,85518,8,Chennai,Credit,0
1953,1011,38981,14,Hyderabad,Credit,0
1954,2341,55873,15,Bangalore,Debit,0
1955,4663,38082,20,Chennai,Debit,0
1956,1215,81476,7,Delhi,Credit,0
1957,1338,18857,15,Delhi,Credit,0
1958,2799,11817,4,Hyderabad,Credit,1
1959,3708,8121,17,Hyderabad,Debit,0
1960,4152,53463,19,Delhi,Debit,0
1961,2750,26199,13,Chennai,Credit,0
1962,2508,15590,1,Chennai,Credit,0
1963,3421,70298,22,Chennai,Debit,0
1964,4023,91787,22,Bangalore,Credit,0
1965,1709,85485,2,Bangalore,Debit,0
1966,2223,19837,13,Chennai,Debit,0
1967,4608,21032,6,Delhi,Debit,0
1968,3513,22656,14,Hyderabad,Credit,0
1969,2112,10200,16,Mumbai,Debit,0
1970,2291,85979,0,Hyderabad,Credit,0
1971,4726,46986,8,Hyderabad,Credit,0
1972,4642,93336,21,Mumbai,Credit,0
1973,4993,8643,13,Chennai,Credit,0
1974,1488,17408,15,Hyderabad,Debit,0
1975,4948,82193,20,Mumbai,Debit,0
1976,2561,37431,12,Delhi,Debit,0
1977,1046,90397,5,Delhi,Credit,0
1978,4359,28124,21,Delhi,Debit,0
1979,1777,20645,0,Chennai,Debit,0
1980,2039,44244,20,Hyderabad,Debit,0
1981,1710,49427,3,Hyderabad,Debit,0
